"content","class"
"To%20serve,%20fill%20wine%20glasses%20with%20ice.%20Add%20sangria%20and%20top%20with%20seltzer%20or%20club%20soda%20if%20desired.%20Garnish%20each%20glass%20with%20candied%20ginger%20if%20desired.",1
"%3Cstrong%3ETo%20make%20the%20lavender%20syrup%3C/strong%3E:%20Combine%20lavender,%20water,%20and%20sugar%20in%20a%20small%20saucepan.%20Heat%20over%20high%20heat%20until%20boiling,%20stirring%20to%20dissolve%20sugar.%20Reduce%20to%20a%20simmer%20and%20continue%20to%20cook%20for%2010%20minutes.%20Remove%20from%20heat%20and%20let%20cool.%20Strain%20through%20a%20fine%20mesh%20strainer.%20Lavender%20syrup%20will%20keep%20for%20one%20week%20in%20a%20sealed%20container%20in%20the%20refrigerator.",1
"%3Cstrong%3ETo%20make%20the%20cocktail%3C/strong%3E:%20Fill%20a%20Collins%20or%20tall%20rocks%20glass%203/4%20full%20of%20ice.%20Add%20the%20lavender%20syrup,%20gin%20and%20lemon%20juice%20and%20gently%20stir.%20Top%20off%20with%20Champagne%20or%20sparkling%20wine.",1
"Add%20bourbon%2C%20grapefruit%20liqueur%2C%20lemon%20juice%2C%20and%20amaro%20to%20a%20cocktail%20shaker.%20Fill%202/3%20full%20with%20ice%20and%20shake%20until%20well%20chilled%2C%20about%2015%20seconds.",1
"Strain%20into%20a%20cocktail%20coupe,%20garnish%20with%20lemon%20twist,%20and%20serve%20immediately.",1
"Add%20rum,%20lime%20juice,%20maple%20syrup,%20and%20Scotch%20to%20a%20cocktail%20shaker%20and%20fill%202/3%20full%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2015%20seconds.",1
"Strain%20into%20a%20coupe%20glass%2C%20garnish%20with%20lime%20wheel%2C%20and%20serve%20immediately.",1
"Chill%20a%20cocktail%20coupe.",1
"Add%20rum%2C%20Cynar%2C%20Benedictine%2C%20Scotch%2C%20and%20bitters%20to%20a%20mixing%20glass%2C%20then%20fill%20with%20ice.%20Stir%20until%20well%20chilled%2C%20about%2030%20seconds.",1
"Rinse%20chilled%20cocktail%20coupe%20with%20absinthe,%20discarding%20excess.%20Strain%20cocktail%20into%20rinsed%20glass%20and%20serve%20immediately.",1
"Place%20star%20anise%20pod%20in%20a%20small%20skillet%20over%20medium%20heat%20and%20toast,%20stirring%20and%20flipping%20frequently,%20until%20fragrant,%20about%201%20minute.%20Transfer%20to%20a%20plate%20and%20set%20aside%20to%20cool.",1
"Add%20apple%20brandy%2C%20Barolo%20Chinato%2C%20lemon%20juice%2C%20Demerara%20syrup%2C%20and%20orange%20bitters%20to%20a%20cocktail%20shaker%20and%20fill%202/3%20full%20with%20ice.%20Shake%20until%20well%20chilled%2C%20about%2015%20seconds.%20Fine-strain%20into%20a%20cocktail%20coupe.%20Garnish%20with%20toasted%20star%20anise%20pod.",1
"%3Cstrong%3EFor%20the%20Oleo-Saccharum%3A%3C/strong%3E%20In%20a%20heatproof%20container%20with%20at%20least%20a%2036-ounce%20capacity%2C%20toss%20together%20lemon%20and%20orange%20zests%20with%20sugar.%20Muddle%20for%2030%20seconds%20to%20release%20the%20oil%20from%20the%20zests.%20Cover%20and%20let%20stand%20at%20room%20temperature%20for%20at%20least%208%20and%20up%20to%2012%20hours.",1
"%3Cstrong%3EFor%20the%20Cocktails:%3C/strong%3E%20Pre-warm%20thermos%20by%20filling%20with%20water%20just%20off%20the%20boil%20and%20let%20stand.%20Meanwhile,%20pour%20rye%20whiskey,%208%20ounces%20boiling%20water,%20pomegranate%20juice,%20orange%20cura%C3%A7ao,%20and%20bitters%20over%20the%20oleo-saccharum.%20Stir%20well%20until%20sugar%20is%20completely%20dissolved.",1
"Discard%20hot%20water%20from%20thermos,%20then%20carefully%20strain%20rye%20mixture%20through%20a%20fine-mesh%20strainer%20into%20thermos%20(a%20funnel%20can%20help%20avoid%20spills);%20discard%20spent%20zests.%20Seal%20thermos.%20Optionally,%20when%20ready%20to%20drink,%20add%20new%20lemon%20zests%20to%20your%20cocktail,%20expressing%20the%20oils%20over%20the%20top%20first.",1
"In%20the%20bottom%20of%20a%20mixing%20glass,%20add%20the%20superfine%20sugar%20and%20pomegranate%20seeds.%20Crush%20the%20seeds%20with%20a%20muddler%20to%20break%20open.%20Add%20lime%20wedges%20and%20muddle%206%20times%20to%20release%20their%20juice.%20Add%20pomegranate%20juice%20and%20cacha%C3%A7a%20and%20fill%20glass%202/3%20full%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2020%20seconds.%20Add%20sparkling%20wine%20to%20glass,%20then%20pour%20contents,%20without%20straining,%20into%20a%20double%20rocks%20glass.%20Add%20more%20fresh%20ice%20cubes%20if%20desired%20and%20serve%20immediately.",1
"%3Cstrong%3EFor%20the%20Smoked-Rosemary%20Citrus%20Syrup:%3C/strong%3E%20In%20a%20medium%20saucepan%20over%20medium-high%20heat,%20combine%20sugar,%20water,%20and%20lemon%20and%20lime%20zest%20and%20juices.%20Stir%20to%20combine.%20Bring%20mixture%20to%20just%20under%20a%20boil,%20then%20remove%20from%20heat%20and%20cover.%20Meanwhile,%20hold%20rosemary%20over%20an%20open%20flame%20using%20heatproof%20tongs,%20turning%20continually,%20until%20it%20begins%20to%20smoke.%20As%20soon%20as%20it%20starts%20to%20smoke,%20uncover%20syrup%20and%20place%20rosemary%20in%20saucepan.%20Cover%20again%20and%20let%20steep%2030%20minutes.%20Strain%20solids%20out%20and%20reserve%20syrup%20for%20the%20punch%20in%20an%20airtight%20container.%20The%20syrup%20will%20keep%20for%20up%20to%20a%20month%20in%20the%20refrigerator,%20but%20flavors%20will%20be%20best%20if%20used%20within%202%20days.",1
"%3Cstrong%3EFor%20the%20Punch:%3C/strong%3E%20In%20a%20punch%20bowl,%20combine%20gold%20rum,%20orgeat,%20smoked-rosemary%20citrus%20syrup,%20overproof%20rum,%20and%20water.%20Stir%20to%20combine%20and%20refrigerate%20at%20least%204%20hours%20and%20up%20to%20overnight.%20To%20serve,%20add%20a%20large%20ice%20cube%20to%20the%20punch%20bowl.%20Ladle%20about%203%20ounces%20into%20a%20punch%20glass%20and%20grate%20fresh%20cinnamon%20on%20top.%20Serve.",1
"%3Cstrong%3EFor%20the%20Angostura%20Whipped%20Cream%3C/strong%3E:%20Using%20an%20electric%20mixer%20or%20stand%20mixer%20fitted%20with%20the%20whisk,%20beat%20heavy%20whipping%20cream%20at%20high%20speed%20until%20soft%20peaks%20form,%20then%20add%20simple%20syrup,%20vanilla%20extract%20and%20Angostura%20bitters.%20Whip%20until%20medium%20peaks%20form,%20about%201%20minute%20longer.",1
"%3Cstrong%3EFor%20the%20Hot%20Cocoa%3C/strong%3E:%20In%20medium%20saucepan,%20stir%20cocoa%20with%20sugar%20and%20salt.%20Stir%20in%20milk%20and%20chocolate.%20Heat%20over%20medium%20heat,%20stirring%20constantly,%20until%20chocolate%20is%20melted%20and%20mixture%20is%20hot.%20Gently%20whisk%20to%20completely%20blend%20mixture.",1
"Add%20vanilla%20and%20amaro%20and%20stir%20to%20combine.%20Pour%20into%20glasses%20and%20top%20with%20Angostura%20whipped%20cream.",1
"%3Cstrong%3EFor%20the%20Cranberry-Black%20Pepper%20Syrup%3A%3C/strong%3E%20In%20a%20nonreactive%20saucepan%2C%20combine%20cranberries%2C%20peppercorns%2C%20apple%20cider%20vinegar%2C%20sugar%2C%20and%20water.%20Stir%20to%20combine.%20Cover%20and%20place%20over%20medium-high%20heat.%20Cook%2C%20opening%20the%20lid%20and%20stirring%20occasionally%2C%20until%20sugar%20dissolves%20and%20some%20of%20the%20cranberries%20begin%20popping%20open%2C%20about%2010%20minutes.%20Remove%20from%20heat%2C%20uncover%2C%20and%20allow%20to%20cool%20to%20room%20temperature%2C%20about%2030%20minutes.%20Pour%20entire%20mixture%20into%20an%20airtight%2C%20nonreactive%20container.%20Refrigerate%20at%20least%208%20and%20up%20to%2012%20hours.%20Strain%20mixture%20twice%20through%20a%20fine-mesh%20strainer%2C%20transfer%20to%20an%20airtight%20container%2C%20and%20refrigerate%20for%20up%20to%20one%20month.",1
"%3Cstrong%3EFor%20the%20Cocktails%3A%3C/strong%3E%20Slowly%20pour%20chilled%20sparkling%20wine%20into%20a%20pitcher.%20Add%20bitters%20and%2012%20oz%20of%20chilled%20cranberry-black%20pepper%20shrub.%20Stir%20very%20gently%20to%20mix.%20Serve%20immediately.%20Individual%20glasses%20can%20be%20garnished%20with%20cranberries.",1
"%3Cstrong%3EFor%20the%20Lemon-Sage%20Syrup%3A%3C/strong%3E%20Combine%20in%20a%20medium%20saucepan%20over%20medium-high%20heat.%20Bring%20to%20boil%2C%20remove%20from%20heat%2C%20and%20let%20stand%201%20hour.%20Strain%20and%20refrigerate%20in%20an%20airtight%20container%20up%20to%201%20week.",1
"In%20a%20cocktail%20shaker%2C%20muddle%20the%20rounds%20of%20ginger%20with%20lemon%20juice.%20Add%20the%20amaretto%2C%20bitters%2C%20and%20egg%20white.%20Shake%20hard%20to%20incorporate%20the%20egg%20white%20for%2020%20seconds%2C%20then%20fill%20shaker%202/3%20of%20the%20way%20with%20ice%20and%20shake%20for%20an%20additional%2020%20seconds.%20Strain%20drink%20through%20a%20standard%20cocktail%20strainer%20and%20a%20fine-mesh%20strainer%20into%20two%20small%20aperitif%20glasses.%20Garnish%20each%20glass%20with%20a%20piece%20of%20candied%20ginger.",1
"%3Cstrong%3EFor%20the%20cocktails%3A%3C/strong%3E%20The%20night%20before%20serving%2C%20combine%20the%20lemon-sage%20syrup%20and%20Suze%20in%20a%20large%20pitcher.%20Cover%20and%20refrigerate%20until%20ready%20to%20use.%20When%20ready%20to%20serve%2C%20add%20sparkling%20wine%2C%20pouring%20slowly%2C%20and%20gently%20stir%20to%20combine.%20Split%20between%20six%20Champagne%20flutes%2C%20twisting%20a%20lemon%20zest%20strip%20over%20each%20and%20garnishing%20with%20a%20sage%20leaf.",1
"Combine%20tequila%2C%20peaches%2C%20pineapple%20chunks%2C%20pineapple%20juice%2C%20Suze%2C%20and%20mint%20leaves%20in%20a%20zipper-lock%20bag%20or%20resealable%20jar.%20Chill%20at%20least%208%20hours%20or%20up%20to%20overnight%20in%20the%20refrigerator.%20Serve%20with%20extra%20mint%20and%20pineapple%20as%20garnish.",1
"To%20serve,%20transfer%20chilled%20tequila%20mixture%20to%20a%20blender%20and%20add%203%20cups%20ice.%20Blend%20at%20high%20speed%20until%20well%20mixed%20and%20thick,%20about%2045%20seconds.%20Divide%20between%20coupe%20glasses%20and%20garnish%20with%20a%20pineapple%20chunk%20and%20mint%20leaves.",1
"Pour%20Scotch,%20blood%20orange%20juice,%20sweet%20vermouth,%20cherry%20syrup,%20Grand%20Marnier,%20and%20Angostura%20bitters%20into%20a%20resealable%20freezer-safe%20container.%20Seal%20and%20freeze%20for%20at%20least%208%20and%20up%20to%2024%20hours.",1
"When%20ready%20to%20serve%2C%20pour%20Scotch%20mixture%20into%20a%20blender%20with%204%20cups%20ice.%20Blend%20until%20smooth.%20Divide%20between%20four%20coupe%20glasses%20and%20garnish%20each%20glass%20with%20an%20orange%20slice%20and%20cherry.",1
"Combine%20in%20a%20large%20bowl.%20Stir%20to%20combine%20and%20let%20sit%20at%20room%20temperature%20overnight.%20Drain%20and%20rinse%20beans%20and%20set%20aside.",1
"Place%20thighs%20in%20a%20large%20zipper-lock%20bag.%20In%20a%20medium%20bowl%2C%20whisk%20together%20all%20remaining%20ingredients.%20Pour%20marinade%20into%20bag%20with%20chicken%2C%20seal%20bag%2C%20and%20toss%20to%20coat%20well.%20Let%20chicken%20marinate%20for%20at%20least%2030%20minutes%20and%20up%20to%204%20hours.",1
"Adjust%20oven%20rack%20to%20lower%20middle%20position%20and%20preheat%20oven%20to%20300%20F.%20Place%20stock%20in%20a%20large%20liquid%20measuring%20cup%20and%20sprinkle%20gelatin%20over%20the%20top.%20Set%20aside.%20Heat%20duck%20fat%20in%20a%20large%20Dutch%20oven%20over%20high%20heat%20until%20shimmering.%20Add%20salt%20pork%20and%20cook%2C%20stirring%20occasionally%2C%20until%20browned%20all%20over%2C%20about%208%20minutes.%20Transfer%20to%20a%20large%20bowl%20and%20set%20aside.",1
"Season%20with%20pepper%20%28do%20not%20add%20salt%29%20and%20place%20skin%20side-down%20in%20now-empty%20pan.%20Cook%20without%20moving%20until%20well%20browned%2C%206%20to%208%20minutes.%20Flip%20chicken%20pieces%20and%20continue%20cooking%20until%20lightly%20browned%20on%20second%20side%2C%20about%203%20minutes%20longer.%20Transfer%20to%20bowl%20with%20salt%20pork.",1
"Add%20and%20cook%2C%20turning%20occasionally%2C%20until%20well-browned%20on%20both%20sides.%20Transfer%20to%20bowl%20with%20salt%20pork%20and%20chicken.%20Drain%20all%20but%202%20tablespoons%20fat%20from%20pot.",1
"Add%20onions%20to%20pot%20and%20cook,%20stirring%20and%20scraping%20up%20browned%20bits%20from%20the%20bottom%20of%20the%20pot.%20Cook%20until%20onions%20are%20translucent%20but%20not%20browned,%20about%204%20minutes.%20Add%20drained%20beans,%20carrot,%20celery,%20garlic,%20parsley,%20bay%20leaves,%20cloves,%20and%20stock/gelatin%20mixture.%20Bring%20to%20a%20simmer%20over%20high%20heat.%20Reduce%20to%20low,%20cover%20Dutch%20oven%20and%20cook%20until%20beans%20are%20almost%20tender%20but%20retain%20a%20slight%20bite,%20about%2045%20minutes.",1
"Using%20tongs,%20remove%20carrots,%20celery,%20parsley,%20bay%20leaves,%20and%20cloves%20and%20discard.%20Add%20meats%20to%20pot%20and%20stir%20to%20incorporate,%20making%20sure%20that%20the%20chicken%20pieces%20end%20up%20on%20top%20of%20the%20beans%20with%20the%20skin%20facing%20upwards.%20Beans%20should%20be%20almost%20completely%20submerged.%20Transfer%20to%20oven%20and%20cook,%20uncovered,%20until%20a%20thin%20crust%20forms%20on%20top,%20about%202%20hours,%20adding%20more%20water%20by%20pouring%20it%20carefully%20down%20the%20side%20of%20the%20pot%20as%20necessary%20to%20keep%20beans%20mostly%20covered.",1
"Break%20crust%20with%20a%20spoon%20and%20shake%20pot%20gently%20to%20redistribute.%20Return%20to%20oven%20and%20continue%20cooking%2C%20stopping%20to%20break%20and%20shake%20the%20crust%20every%2030%20minutes%20until%20you%20reach%20the%204%201/2%20hour%20mark.%20Return%20to%20oven%20and%20continue%20cooking%20undisturbed%20until%20the%20crust%20is%20deep%20brown%20and%20thick%2C%20about%205%20to%206%20hours%20total.%20Serve.",1
"Preheat%20oven%20to%20425%C2%B0F%20and%20set%20oven%20rack%20to%20middle%20position.%20Line%20a%20rimmed%20baking%20sheet%20with%20foil%20and%20place%20a%20wire%20rack%20on%20top.%20Remove%20chicken%20from%20bag%2C%20allowing%20marinade%20to%20drip%20off%2C%20and%20set%20on%20wire%20rack%20skin%20side%20up%2C%20making%20sure%20to%20leave%20space%20between%20thighs.%20Discard%20marinade.%20Bake%20until%20thighs%20register%20155%20to%20160%C2%B0F%20on%20an%20instant-read%20thermometer%2C%20about%2035%20minutes.%20%28Be%20sure%20to%20measure%20temperature%20in%20the%20center%20of%20the%20thickest%20part%20of%20the%20thighs%2C%20but%20not%20directly%20against%20the%20bone.%29%20If%20chicken%20skin%20is%20not%20brown%20and%20crisp%20enough%20by%20the%20time%20the%20thighs%20are%20cooked%20through%2C%20turn%20on%20oven%20broiler%20and%20broil%20until%20browned%20and%20crisp%2C%20about%201%20minute%2C%20being%20careful%20not%20to%20burn%20the%20skin.%20Transfer%20chicken%20to%20a%20platter%20and%20let%20rest%20for%205%20minutes.",1
"Garnish%20and%20serve.",1
"In%20a%20cocktail%20shaker,%20combine%20strawberries,%20simple%20syrup,%20and%20lime%20juice%20and%20muddle%20until%20strawberries%20are%20completely%20dissolved.%20Add%20mint%20leaves%20and%20gently%20tap%205%20times%20with%20muddler.%20(Do%20not%20over-muddle%20mint%20or%20it%20will%20taste%20bitter%20and%20muddy.)%20Add%20vodka%20to%20shaker%20and%20fill%202/3%20full%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2015%20seconds.",1
"Fill%20a%20Collins%20glass%20with%20ice%20and%20add%20club%20soda.%20Fine-strain%20cocktail%20into%20glass%20and%20stir%20gently.%20Garnish%20with%20lime,%20mint,%20or%20strawberry,%20if%20desired.",1
"Fill%20cocktail%20shaker%20with%20ice.%20Add%20mezcal,%20Aperol,%20lemon%20juice,%20and%20bitters.%20Shake%20until%20well%20chilled,%20about%2015%20seconds.%20Fill%20a%20rocks%20glass%20with%20fresh%20ice.%20Add%20club%20soda%20to%20glass%20and%20strain%20cocktail%20on%20top.%20Garnish%20with%20lemon%20peel.",1
"%3Cstrong%3EFor%20the%20Pineapple%20Shrub%3A%3C/strong%3E%20Place%20the%20pineapple%20cubes%20in%20a%20clean%2C%20sterilized%20wide-mouth%20container.%20Cover%20with%20sugar%20and%20lightly%20crush%20the%20pineapples%20using%20a%20potato%20masher%20or%20muddler.%20Cover%20and%20refrigerate%2010%20hours.%20Strain%20fruit%20%28discard%20or%20save%20for%20another%20use%29%20and%20add%20apple%20cider%20vinegar%20to%20the%20liquid.%20Seal%20with%20lid%20and%20refrigerate%20for%20two%20weeks%2C%20shaking%20the%20mixture%20every%20other%20day.%20After%20two%20weeks%2C%20strain%20into%20a%20clean%20airtight%20container%3B%20you%27ll%20have%20about%203%20cups.%20Refrigerate%20up%20to%206%20months.",1
"%3Cstrong%3EFor%20the%20Cocktails%3A%3C/strong%3E%20In%20a%20pitcher%2C%20mix%20together%20white%20rum%2C%20Pineapple%20Shrub%2C%20and%20orgeat.%20Refrigerate%20at%20least%201%20hour%20before%20serving%2C%20or%20mix%20and%20refrigerate%20up%20to%2024%20hours%20in%20advance.%20When%20ready%20to%20serve%2C%20add%20beer%20to%20the%20pitcher%20and%20stir%20gently.%20Serve%20cocktails%20in%20ice-filled%20highball%20glasses.",1
"%3Cstrong%3EFor%20the%20Grapefruit%20Syrup:%3C/strong%3E%20Combine%20grapefruit%20zest,%20juice,%20and%20sugar%20in%20a%20medium%20saucepan%20over%20medium-high%20heat.%20Bring%20to%20a%20boil,%20remove%20from%20heat,%20cover%20and%20let%20stand%20for%201%20hour.%20Strain%20into%20an%20air-tight%20container.%20Refrigerate%20until%20ready%20to%20use%20or%20up%20to%201%20week.",1
"%3Cstrong%3EFor%20the%20Bottled%20Cocktails:%3C/strong%3E%20In%20the%20bottom%20of%20a%20mixing%20glass,%20muddle%20together%20thyme%20and%20salt.%20Add%20lime%20juice%20and%20stir.%20Fine-strain%20into%20a%2024-ounce%20carafe%20or%20swing-top%20bottle%20and%20then%20pour%20in%20grapefruit%20syrup%20and%20pisco.%20Cap%20and%20gently%20shake%20to%20combine.%20Refrigerate%20until%20chilled,%20at%20least%201%20hour.",1
"For%20each%20cocktail,%20add%20one%20large%20ice%20cube%20to%20a%20double%20rocks%20glass.%20Pour%20in%202%203/4%20ounces%20of%20the%20bottled%20cocktail.%20Gently%20stir%20and%20garnish%20with%20a%20sprig%20of%20thyme.",1
"%3Cstrong%3EFor%20the%20Lemongrass%20Infused%20Vodka%3A%3C/strong%3E%20Remove%20tough%20outer%20layer%20from%20each%20lemongrass%20stalk.%20Chop%20stalks%20into%201-inch%20pieces%20and%20bruise%20them%20by%20crushing%20them%20with%20the%20blunt%20side%20of%20a%20heavy%20knife.%20For%20slow%20infusion%2C%20add%20lemongrass%20pieces%20to%20an%20airtight%20container%20and%20cover%20with%20vodka.%20Seal%20and%20let%20stand%20at%20room%20temperature%20for%201%20week%2C%20shaking%20daily.%20Taste%20after%201%20week%20and%20continue%20to%20steep%20up%20to%202%20weeks%20to%20desired%20flavor.%20Strain%20into%20an%20airtight%20container.",1
"Alternatively,%20to%20infuse%20instantly%20using%20a%20siphon,%20take%20lemongrass%20pieces%20and%20add%20to%20whipped%20cream%20canister.%20Pour%20in%20vodka%20and%20seal.%20Charge%20with%20one%20N2O%20charger.%20Shake%20well.%20Charge%20a%20second%20time%20with%20a%20second%20N2O%20charger.%20Shake%20well%20and%20then%20discharge%20contents%20through%20a%20strainer%20into%20a%20clean,%20airtight%20container.%20Infused%20vodka%20keeps%20at%20room%20temperature%20for%20up%20to%206%20months.",1
"%3Cstrong%3EFor%20Each%20Cocktail:%3C/strong%3E%20In%20a%20cocktail%20shaker,%20add%20Lemongrass%20Infused%20Vodka,%20lime%20juice,%20simple%20syrup,%20and%20egg%20white.%20Shake%20without%20ice%20for%2030%20seconds%20to%20incorporate%20the%20egg%20white.%20Fill%20cocktail%20shaker%20with%20ice,%20then%20shake%20hard%20until%20well%20chilled,%20about%2030%20seconds.%20Double%20strain%20into%20cocktail%20glass%20and%20garnish%20with%20lemon%20bitters%20and%20lime%20zest.",1
"Combine%20whiskey,%20Averna,%20lemon%20juice,%20and%20syrup%20together%20in%20a%20shaker%20filled%202/3%20with%20ice.%20Shake%20until%20thoroughly%20chilled,%20then%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20cherry%20and%20serve.",1
"%3Cstrong%3EFor%20the%20Orange%20Ginger%20Simple%20Syrup:%3C/strong%3E%20Combine%20the%20orange%20zest,%20grated%20ginger,%20sugar,%20and%20water%20in%20a%20small%20saucepan%20over%20high%20heat.%20Bring%20to%20a%20boil%20then%20reduce%20to%20a%20simmer.%20Cook%20for%207%20minutes.%20Let%20cool%20to%20room%20temperature%20then%20strain%20through%20a%20fine%20mesh%20strainer%20and%20discard%20solids.%20Refrigerate%20in%20a%20sealed%20container%20until%20ready%20to%20use,%20up%20to%201%20week.",1
